offense_description,district,shooting,month,weekend,hour,day
LARCENY ALL OTHERS,D14,0,2,0,15,15
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,0,2,0,16,15
LARCENY THEFT OF MV PARTS & ACCESSORIES,E5,0,2,0,16,15
THREATS TO DO BODILY HARM,C6,0,2,0,16,15
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B3,0,2,0,16,15
SUDDEN DEATH,A1,0,2,0,16,15
INVESTIGATE PROPERTY,D4,0,2,0,16,15
SICK ASSIST,C6,0,2,0,16,15
M/V ACCIDENT - PERSONAL INJURY,D4,0,2,0,16,15
SICK ASSIST,A1,0,2,0,16,15
FRAUD - FALSE PRETENSE / SCHEME,B2,0,2,0,16,15
THREATS TO DO BODILY HARM,A1,0,2,0,16,15
INVESTIGATE PERSON,C11,0,2,0,16,15
THREATS TO DO BODILY HARM,B3,0,2,0,17,15
TOWED MOTOR VEHICLE,D4,0,2,0,17,15
LARCENY THEFT FROM BUILDING,D4,0,2,0,17,15
VERBAL DISPUTE,B3,0,2,0,17,15
VERBAL DISPUTE,B3,0,2,0,17,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,2,0,17,15
SICK ASSIST,C11,0,2,0,17,15
SICK ASSIST,A7,0,2,0,17,15
VERBAL DISPUTE,B2,0,2,0,17,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,2,0,17,15
STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,0,2,0,17,15
THREATS TO DO BODILY HARM,E18,0,2,0,17,15
LARCENY SHOPLIFTING,B2,0,2,0,17,15
INVESTIGATE PERSON,B2,0,2,0,17,15
EXTORTION OR BLACKMAIL,A15,0,2,0,18,15
INVESTIGATE PERSON,C6,0,2,0,18,15
SICK ASSIST,A1,0,2,0,18,15
LARCENY SHOPLIFTING,A1,0,2,0,18,15
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C11,0,2,0,18,15
INVESTIGATE PERSON,D4,0,2,0,18,15
THREATS TO DO BODILY HARM,A7,0,2,0,18,15
INVESTIGATE PROPERTY,B3,0,2,0,18,15
VANDALISM,E13,0,2,0,18,15
M/V ACCIDENT - PROPERTY DAMAGE,D14,0,2,0,18,15
LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,0,2,0,19,15
INVESTIGATE PROPERTY,B2,0,2,0,19,15
VANDALISM,C11,0,2,0,19,15
ASSAULT - AGGRAVATED,B2,0,2,0,19,15
ASSAULT - SIMPLE,A1,0,2,0,19,15
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,0,2,0,19,15
PROSTITUTION - SOLICITING,C6,0,2,0,19,15
ROBBERY,C11,0,2,0,19,15
INVESTIGATE PERSON,E18,0,2,0,19,15
VAL - VIOLATION OF AUTO LAW,B3,0,2,0,19,15
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,0,2,0,19,15
M/V ACCIDENT - PROPERTY DAMAGE,B2,0,2,0,19,15
VANDALISM,B2,0,2,0,19,15
PROPERTY - FOUND,C6,0,2,0,20,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,0,2,0,20,15
THREATS TO DO BODILY HARM,D14,0,2,0,20,15
INVESTIGATE PROPERTY,B3,0,2,0,20,15
LARCENY THEFT OF MV PARTS & ACCESSORIES,E5,0,2,0,20,15
INVESTIGATE PERSON,A7,0,2,0,21,15
SICK/INJURED/MEDICAL - PERSON,D4,0,2,0,21,15
INVESTIGATE PERSON,B3,0,2,0,21,15
LICENSE PREMISE VIOLATION,A1,0,2,0,21,15
VAL - VIOLATION OF AUTO LAW,D4,0,2,0,21,15
INVESTIGATE PROPERTY,B3,0,2,0,21,15
LARCENY SHOPLIFTING,D14,0,2,0,22,15
CHILD REQUIRING ASSISTANCE (FOMERLY CHINS),B3,0,2,0,22,15
ASSAULT - AGGRAVATED,C6,0,2,0,22,15
FIREARM/WEAPON - FOUND OR CONFISCATED,B3,0,2,0,22,15
HARASSMENT/ CRIMINAL HARASSMENT,B2,0,2,0,22,15
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,0,2,0,22,15
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,2,0,23,15
VANDALISM,B2,0,2,0,23,15
SICK ASSIST,E13,0,2,0,23,15
SICK ASSIST,E5,0,2,0,23,15
INVESTIGATE PERSON,E18,0,2,0,23,15
INVESTIGATE PROPERTY,C11,0,2,0,23,15
LARCENY THEFT FROM BUILDING,E13,0,2,0,23,15
FRAUD - CREDIT CARD / ATM FRAUD,C11,0,2,0,0,16
LANDLORD - TENANT,B3,0,2,0,0,16
FORGERY / COUNTERFEITING,C11,0,2,0,0,16
VANDALISM,D4,0,2,0,0,16
BURGLARY - RESIDENTIAL,A7,0,2,0,0,16
VANDALISM,E18,0,2,0,0,16
AUTO THEFT,E13,0,2,0,0,16
ROBBERY,D14,0,2,0,0,16
INVESTIGATE PERSON,D14,0,2,0,0,16
INVESTIGATE PERSON,A1,0,2,0,0,16
LARCENY THEFT FROM BUILDING,C11,0,2,0,2,16
INVESTIGATE PERSON,E5,0,2,0,2,16
PROPERTY - LOST/ MISSING,C11,0,2,0,2,16
LARCENY THEFT OF MV PARTS & ACCESSORIES,External,0,2,0,2,16
LARCENY THEFT OF MV PARTS & ACCESSORIES,E18,0,2,0,2,16
INVESTIGATE PROPERTY,B3,0,2,0,2,16
INVESTIGATE PROPERTY,D14,0,2,0,3,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,0,2,0,3,16
TRESPASSING,E13,0,2,0,3,16
DEATH INVESTIGATION,C11,0,2,0,3,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,2,0,4,16
SICK ASSIST,D4,0,2,0,4,16
M/V ACCIDENT - OTHER,A7,0,2,0,4,16
M/V ACCIDENT - PROPERTY DAMAGE,D4,0,2,0,5,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,2,0,6,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,0,2,0,6,16
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C11,0,2,0,6,16
TOWED MOTOR VEHICLE,A7,0,2,0,7,16
VANDALISM,B3,0,2,0,7,16
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,0,2,0,7,16
AUTO THEFT,E18,0,2,0,7,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,2,0,7,16
M/V ACCIDENT - PROPERTY DAMAGE,B2,0,2,0,7,16
TOWED MOTOR VEHICLE,E13,0,2,0,7,16
M/V ACCIDENT - PROPERTY DAMAGE,B3,0,2,0,7,16
INVESTIGATE PERSON,D14,0,2,0,7,16
PROPERTY - LOST/ MISSING,E18,0,2,0,8,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,0,2,0,8,16
ASSAULT - SIMPLE,B2,0,2,0,8,16
LARCENY SHOPLIFTING,A1,0,2,0,8,16
TOWED MOTOR VEHICLE,D14,0,2,0,8,16
MISSING PERSON - LOCATED,B2,0,2,0,8,16
LARCENY ALL OTHERS,B2,0,2,0,9,16
LARCENY SHOPLIFTING,D4,0,2,0,9,16
ASSAULT - SIMPLE,C6,0,2,0,9,16
BALLISTICS EVIDENCE/FOUND,B3,0,2,0,9,16
VANDALISM,B2,0,2,0,9,16
TOWED MOTOR VEHICLE,A15,0,2,0,9,16
DEATH INVESTIGATION,B3,0,2,0,9,16
SEARCH WARRANT,B3,0,2,0,9,16
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,0,2,0,9,16
VERBAL DISPUTE,E5,0,2,0,9,16
SICK ASSIST,E18,0,2,0,9,16
M/V ACCIDENT - PERSONAL INJURY,B3,0,2,0,10,16
FRAUD - FALSE PRETENSE / SCHEME,C6,0,2,0,10,16
INVESTIGATE PERSON,B3,0,2,0,10,16
INVESTIGATE PERSON,A7,0,2,0,10,16
M/V ACCIDENT - PROPERTY DAMAGE,B2,0,2,0,10,16
FRAUD - FALSE PRETENSE / SCHEME,C6,0,2,0,10,16
OTHER OFFENSE,E13,0,2,0,10,16
SICK ASSIST,B3,0,2,0,10,16
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,0,2,0,11,16
FRAUD - WIRE,D14,0,2,0,11,16
HARASSMENT/ CRIMINAL HARASSMENT,C11,0,2,0,11,16
M/V ACCIDENT - PERSONAL INJURY,C11,0,2,0,11,16
M/V ACCIDENT - PROPERTY DAMAGE,C11,0,2,0,11,16
INVESTIGATE PROPERTY,A1,0,2,0,12,16
BURGLARY - RESIDENTIAL,E13,0,2,0,12,16
INVESTIGATE PERSON,A7,0,2,0,12,16
ROBBERY,E13,0,2,0,12,16
SICK ASSIST,B2,0,2,0,12,16
LARCENY ALL OTHERS,B2,0,2,0,12,16
INVESTIGATE PERSON,D4,0,2,0,12,16
VANDALISM,C6,0,2,0,13,16
SICK ASSIST,A1,0,2,0,13,16
TOWED MOTOR VEHICLE,A7,0,2,0,13,16
LARCENY THEFT FROM MV - NON-ACCESSORY,B2,0,2,0,13,16
INVESTIGATE PERSON,B2,0,2,0,13,16
VAL - VIOLATION OF AUTO LAW,A1,0,2,0,13,16
THREATS TO DO BODILY HARM,A15,0,2,0,13,16
PROPERTY - FOUND,E13,0,2,0,13,16
M/V ACCIDENT - OTHER,D4,0,2,0,13,16
ASSAULT - AGGRAVATED,B2,1,2,0,13,16
VAL - VIOLATION OF AUTO LAW,A1,0,2,0,13,16
LARCENY THEFT OF MV PARTS & ACCESSORIES,E5,0,2,0,13,16
LARCENY THEFT FROM BUILDING,E5,0,2,0,14,16
AUTO THEFT,D4,0,2,0,14,16
LARCENY ALL OTHERS,E13,0,2,0,14,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,0,2,0,14,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,2,0,14,16
FRAUD - FALSE PRETENSE / SCHEME,D4,0,2,0,14,16
SICK/INJURED/MEDICAL - PERSON,E5,0,2,0,14,16
VANDALISM,B2,0,2,0,14,16
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,0,2,0,14,16
ROBBERY,C6,0,2,0,14,16
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,0,2,0,14,16
INVESTIGATE PROPERTY,B2,0,2,0,14,16
VANDALISM,E13,0,2,0,15,16
AUTO THEFT,A1,0,2,0,15,16
VANDALISM,D14,0,2,0,15,16
M/V ACCIDENT - OTHER,B3,0,2,0,15,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,0,2,0,15,16
LARCENY THEFT FROM BUILDING,B2,0,2,0,15,16
VAL - VIOLATION OF AUTO LAW,E5,0,2,0,15,16
M/V ACCIDENT - PERSONAL INJURY,E18,0,2,0,15,16
DEATH INVESTIGATION,D4,0,2,0,15,16
M/V ACCIDENT - INVOLVING BICYCLE - INJURY,C6,0,2,0,15,16
INVESTIGATE PERSON,E13,0,2,0,16,16
M/V - LEAVING SCENE - PERSONAL INJURY,A1,0,2,0,16,16
INVESTIGATE PROPERTY,D14,0,2,0,16,16
VANDALISM,A1,0,2,0,16,16
VAL - VIOLATION OF AUTO LAW,C11,0,2,0,16,16
LARCENY THEFT FROM BUILDING,D14,0,2,0,16,16
LARCENY THEFT OF BICYCLE,C6,0,2,0,16,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,0,2,0,16,16
BURGLARY - COMMERICAL,A7,0,2,0,16,16
SUDDEN DEATH,E5,0,2,0,16,16
LARCENY THEFT FROM MV - NON-ACCESSORY,D4,0,2,0,16,16
AUTO THEFT,B3,0,2,0,17,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2,0,17,16
INVESTIGATE PERSON,D4,0,2,0,17,16
SERVICE TO OTHER AGENCY,D14,0,2,0,17,16
WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,D4,0,2,0,17,16
INVESTIGATE PERSON,E13,0,2,0,17,16
"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",A1,0,2,0,17,16
ASSAULT - AGGRAVATED,E13,0,2,0,17,16
SICK ASSIST,C11,0,2,0,17,16
M/V ACCIDENT - PROPERTY DAMAGE,A7,0,2,0,18,16
PROPERTY - FOUND,A1,0,2,0,18,16
INVESTIGATE PERSON,A1,0,2,0,18,16
VAL - OPERATING AFTER REV/SUSP.,E18,0,2,0,18,16
PROPERTY - FOUND,A1,0,2,0,18,16
THREATS TO DO BODILY HARM,B2,0,2,0,18,16
VANDALISM,D14,0,2,0,18,16
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A15,0,2,0,18,16
VANDALISM,B2,0,2,0,19,16
INVESTIGATE PERSON,D14,0,2,0,19,16
SICK ASSIST,D14,0,2,0,19,16
M/V ACCIDENT - PROPERTY DAMAGE,E5,0,2,0,19,16
SICK ASSIST,E13,0,2,0,19,16
FRAUD - FALSE PRETENSE / SCHEME,A1,0,2,0,19,16
M/V - LEAVING SCENE - PERSONAL INJURY,D4,0,2,0,19,16
INVESTIGATE PERSON,D4,0,2,0,20,16
SICK ASSIST - DRUG RELATED ILLNESS,D4,0,2,0,20,16
M/V ACCIDENT - PROPERTY DAMAGE,D14,0,2,0,20,16
SICK ASSIST,B3,0,2,0,20,16
SICK ASSIST,B2,0,2,0,20,16
INVESTIGATE PERSON,A1,0,2,0,20,16
SICK ASSIST,C11,0,2,0,21,16
SICK ASSIST,D4,0,2,0,21,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2,0,21,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,2,0,21,16
ASSAULT - SIMPLE,A15,0,2,0,21,16
VANDALISM,C11,0,2,0,21,16
SICK ASSIST,B2,0,2,0,21,16
SICK ASSIST,E18,0,2,0,21,16
ASSAULT - AGGRAVATED,C11,0,2,0,22,16
SICK/INJURED/MEDICAL - POLICE,D14,0,2,0,22,16
BURGLARY - RESIDENTIAL,D14,0,2,0,22,16
BURGLARY - COMMERICAL,B2,0,2,0,22,16
FIRE REPORT,C11,0,2,0,22,16
M/V ACCIDENT - OTHER,A7,0,2,0,22,16
M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,0,2,0,22,16
VANDALISM,C11,0,2,0,22,16
LARCENY THEFT OF MV PARTS & ACCESSORIES,D14,0,2,0,23,16
MISSING PERSON - LOCATED,C6,0,2,0,23,16
LARCENY THEFT FROM BUILDING,D4,0,2,0,23,16
LICENSE PREMISE VIOLATION,D4,0,2,0,23,16
ASSAULT - SIMPLE,C11,0,2,0,23,16
MISSING PERSON - LOCATED,C11,0,2,0,23,16
SICK ASSIST,E5,0,2,0,23,16
WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,D14,0,2,0,23,16
FRAUD - FALSE PRETENSE / SCHEME,A1,0,2,0,0,17
INVESTIGATE PROPERTY,D14,0,2,0,0,17
TOWED MOTOR VEHICLE,D14,0,2,0,0,17
PROPERTY - LOST/ MISSING,B3,0,2,0,0,17
FRAUD - FALSE PRETENSE / SCHEME,B2,0,2,0,0,17
PROPERTY - LOST/ MISSING,E13,0,2,0,0,17
VAL - VIOLATION OF AUTO LAW,A1,0,2,0,0,17
LARCENY THEFT FROM MV - NON-ACCESSORY,B3,0,2,0,0,17
FRAUD - CREDIT CARD / ATM FRAUD,A7,0,2,0,0,17
THREATS TO DO BODILY HARM,A1,0,2,0,0,17
BURGLARY - RESIDENTIAL,C11,0,2,0,0,17
LARCENY ALL OTHERS,C11,0,2,0,0,17
PROPERTY - LOST/ MISSING,E5,0,2,0,0,17
INVESTIGATE PERSON,B2,0,2,0,0,17
INVESTIGATE PERSON,C6,0,2,0,0,17
FRAUD - IMPERSONATION,E18,0,2,0,0,17
SICK ASSIST,D4,0,2,0,0,17
SICK ASSIST,B3,0,2,0,0,17
INVESTIGATE PERSON,D4,0,2,0,0,17
LARCENY THEFT FROM BUILDING,D4,0,2,0,0,17
INVESTIGATE PERSON,E13,0,2,0,1,17
ASSAULT - SIMPLE,A7,0,2,0,1,17
VERBAL DISPUTE,B2,0,2,0,1,17
M/V ACCIDENT - OTHER,A7,0,2,0,2,17
RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,0,2,0,2,17
POSSESSION OF BURGLARIOUS TOOLS,C11,0,2,0,2,17
BURGLARY - COMMERICAL,C11,0,2,0,2,17
SICK/INJURED/MEDICAL - PERSON,A1,0,2,0,3,17
LARCENY THEFT FROM MV - NON-ACCESSORY,D4,0,2,0,4,17
LARCENY THEFT FROM MV - NON-ACCESSORY,C11,0,2,0,4,17
VANDALISM,C11,0,2,0,6,17
FRAUD - FALSE PRETENSE / SCHEME,E5,0,2,0,7,17
TOWED MOTOR VEHICLE,C6,0,2,0,7,17
LARCENY SHOPLIFTING,D4,0,2,0,7,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,0,2,0,7,17
TOWED MOTOR VEHICLE,A1,0,2,0,7,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,0,2,0,7,17
INVESTIGATE PROPERTY,A1,0,2,0,8,17
FRAUD - IMPERSONATION,D4,0,2,0,8,17
M/V ACCIDENT - PERSONAL INJURY,A7,0,2,0,8,17
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,A15,0,2,0,8,17
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,E13,0,2,0,8,17
SICK ASSIST,B2,0,2,0,8,17
PROPERTY - ACCIDENTAL DAMAGE,A7,0,2,0,8,17
INVESTIGATE PROPERTY,D14,0,2,0,8,17
FRAUD - FALSE PRETENSE / SCHEME,E5,0,2,0,9,17
VERBAL DISPUTE,C11,0,2,0,9,17
INVESTIGATE PERSON,C11,0,2,0,9,17
FRAUD - IMPERSONATION,C11,0,2,0,9,17
PROPERTY - ACCIDENTAL DAMAGE,E5,0,2,0,9,17
VERBAL DISPUTE,A15,0,2,0,9,17
TOWED MOTOR VEHICLE,C6,0,2,0,9,17
INVESTIGATE PERSON,C6,0,2,0,9,17
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B3,0,2,0,9,17
SICK ASSIST,A1,0,2,0,9,17
TOWED MOTOR VEHICLE,B2,0,2,0,9,17
FRAUD - CREDIT CARD / ATM FRAUD,E13,0,2,0,9,17
SICK ASSIST,B2,0,2,0,10,17
FRAUD - FALSE PRETENSE / SCHEME,E13,0,2,0,10,17
SICK ASSIST,B2,0,2,0,10,17
ASSAULT - AGGRAVATED,B2,0,2,0,10,17
VAL - VIOLATION OF AUTO LAW,B2,0,2,0,10,17
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,0,2,0,10,17
INVESTIGATE PERSON,A7,0,2,0,11,17
FRAUD - FALSE PRETENSE / SCHEME,D4,0,2,0,11,17
LARCENY THEFT FROM BUILDING,E18,0,2,0,11,17
LARCENY THEFT FROM MV - NON-ACCESSORY,D4,0,2,0,11,17
M/V ACCIDENT - OTHER CITY VEHICLE,E18,0,2,0,11,17
ASSAULT - SIMPLE,D14,0,2,0,11,17
ASSAULT - AGGRAVATED,C6,0,2,0,11,17
SUDDEN DEATH,E13,0,2,0,11,17
SICK ASSIST,D4,0,2,0,11,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,2,0,11,17
DEATH INVESTIGATION,D4,0,2,0,11,17
LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,0,2,0,12,17
LARCENY THEFT FROM BUILDING,B2,0,2,0,12,17
FRAUD - IMPERSONATION,C11,0,2,0,12,17
LARCENY THEFT FROM BUILDING,E5,0,2,0,12,17
LARCENY SHOPLIFTING,D4,0,2,0,12,17
ASSAULT - SIMPLE,D4,0,2,0,12,17
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,0,2,0,12,17
LARCENY SHOPLIFTING,D4,0,2,0,12,17
VERBAL DISPUTE,B2,0,2,0,12,17
SICK ASSIST,A15,0,2,0,12,17
HARASSMENT/ CRIMINAL HARASSMENT,E13,0,2,0,12,17
ASSAULT - SIMPLE,D14,0,2,0,13,17
VAL - VIOLATION OF AUTO LAW,A1,0,2,0,13,17
INVESTIGATE PERSON,E18,0,2,0,13,17
VAL - VIOLATION OF AUTO LAW,A1,0,2,0,13,17
VERBAL DISPUTE,A1,0,2,0,13,17
VAL - VIOLATION OF AUTO LAW,A1,0,2,0,13,17
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,0,2,0,14,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,0,2,0,14,17
TOWED MOTOR VEHICLE,E13,0,2,0,14,17
VANDALISM,C6,0,2,0,14,17
FRAUD - FALSE PRETENSE / SCHEME,E5,0,2,0,14,17
FRAUD - FALSE PRETENSE / SCHEME,D4,0,2,0,14,17
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C6,0,2,0,14,17
INVESTIGATE PERSON,A1,0,2,0,14,17
LARCENY SHOPLIFTING,A1,0,2,0,14,17
M/V ACCIDENT - OTHER CITY VEHICLE,E18,0,2,0,14,17
HARBOR INCIDENT / VIOLATION,C6,0,2,0,14,17
INVESTIGATE PERSON,E5,0,2,0,14,17
SICK ASSIST,B2,0,2,0,14,17
HARASSMENT/ CRIMINAL HARASSMENT,A1,0,2,0,15,17
INVESTIGATE PERSON,C6,0,2,0,15,17
PROPERTY - LOST/ MISSING,A15,0,2,0,15,17
SICK/INJURED/MEDICAL - POLICE,C6,0,2,0,15,17
PROPERTY - LOST/ MISSING,B2,0,2,0,15,17
ROBBERY,D14,0,2,0,15,17
M/V ACCIDENT - PROPERTY DAMAGE,B3,0,2,0,15,17
THREATS TO DO BODILY HARM,D4,0,2,0,15,17
M/V ACCIDENT - OTHER,D4,0,2,0,15,17
ASSAULT - SIMPLE,E13,0,2,0,15,17
LARCENY SHOPLIFTING,A7,0,2,0,15,17
LARCENY ALL OTHERS,E18,0,2,0,16,17
BURGLARY - RESIDENTIAL,A1,0,2,0,16,17
ASSAULT - SIMPLE,E5,0,2,0,16,17
THREATS TO DO BODILY HARM,E18,0,2,0,16,17
INVESTIGATE PERSON,B2,0,2,0,16,17
LARCENY SHOPLIFTING,D4,0,2,0,16,17
SICK ASSIST,D14,0,2,0,16,17
INVESTIGATE PERSON,C11,0,2,0,16,17
LARCENY SHOPLIFTING,D4,0,2,0,16,17
BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN),A7,0,2,0,16,17
VERBAL DISPUTE,A1,0,2,0,16,17
VAL - VIOLATION OF AUTO LAW,A7,0,2,0,16,17
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,0,2,0,16,17
LARCENY THEFT FROM BUILDING,D4,0,2,0,17,17
LARCENY THEFT FROM BUILDING,A7,0,2,0,17,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,0,2,0,17,17
INVESTIGATE PERSON,B3,0,2,0,17,17
LIQUOR/ALCOHOL - DRINKING IN PUBLIC,D4,0,2,0,17,17
ASSAULT - AGGRAVATED,D14,0,2,0,17,17
ASSAULT - SIMPLE,A15,0,2,0,17,17
SICK/INJURED/MEDICAL - PERSON,C11,0,2,0,17,17
PROPERTY - ACCIDENTAL DAMAGE,D14,0,2,0,17,17
LARCENY SHOPLIFTING,D4,0,2,0,17,17
HARASSMENT/ CRIMINAL HARASSMENT,C6,0,2,0,17,17
ASSAULT - AGGRAVATED,B3,0,2,0,17,17
AUTO THEFT - LEASED/RENTED VEHICLE,E18,0,2,0,17,17
MISSING PERSON - NOT REPORTED - LOCATED,B2,0,2,0,17,17
ASSAULT - SIMPLE,E13,0,2,0,17,17
THREATS TO DO BODILY HARM,E18,0,2,0,17,17
WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1,0,2,0,17,17
INVESTIGATE PERSON,D14,0,2,0,17,17
HARASSMENT/ CRIMINAL HARASSMENT,A7,0,2,0,17,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,2,0,18,17
PROPERTY - ACCIDENTAL DAMAGE,E18,0,2,0,18,17
INVESTIGATE PERSON,D4,0,2,0,18,17
INVESTIGATE PERSON,C11,0,2,0,18,17
VAL - VIOLATION OF AUTO LAW,A15,0,2,0,18,17
DEATH INVESTIGATION,E18,0,2,0,18,17
INVESTIGATE PERSON,E18,0,2,0,18,17
FRAUD - FALSE PRETENSE / SCHEME,E18,0,2,0,18,17
SICK ASSIST,A1,0,2,0,18,17
SICK/INJURED/MEDICAL - PERSON,D14,0,2,0,18,17
VERBAL DISPUTE,B2,0,2,0,18,17
VERBAL DISPUTE,D14,0,2,0,18,17
SICK ASSIST,C6,0,2,0,18,17
M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,E5,0,2,0,18,17
SICK ASSIST,D4,0,2,0,18,17
VANDALISM,B2,0,2,0,19,17
INVESTIGATE PERSON,E13,0,2,0,19,17
OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,E13,0,2,0,19,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,0,2,0,19,17
ASSAULT - SIMPLE,B2,0,2,0,19,17
LARCENY SHOPLIFTING,A1,0,2,0,19,17
VANDALISM,A1,0,2,0,19,17
PROPERTY - LOST THEN LOCATED,A7,0,2,0,20,17
LARCENY THEFT OF MV PARTS & ACCESSORIES,C6,0,2,0,20,17
SICK ASSIST,A1,0,2,0,20,17
LARCENY ALL OTHERS,A1,0,2,0,20,17
WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,C11,0,2,0,20,17
ASSAULT - SIMPLE,D14,0,2,0,20,17
STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,C11,0,2,0,20,17
ASSAULT - SIMPLE,A15,0,2,0,20,17
M/V ACCIDENT - PROPERTY DAMAGE,C6,0,2,0,20,17
AUTO THEFT,D4,0,2,0,21,17
M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,0,2,0,21,17
SERVICE TO OTHER AGENCY,D14,0,2,0,21,17
ASSAULT - AGGRAVATED,D4,0,2,0,21,17
VAL - OPERATING AFTER REV/SUSP.,A1,0,2,0,21,17
SICK ASSIST,A1,0,2,0,21,17
INVESTIGATE PROPERTY,B2,0,2,0,21,17
DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,0,2,0,21,17
M/V ACCIDENT - PROPERTY DAMAGE,C11,0,2,0,21,17
INVESTIGATE PERSON,B2,0,2,0,21,17
SICK ASSIST - DRUG RELATED ILLNESS,D4,0,2,0,21,17
INVESTIGATE PERSON,B3,0,2,0,21,17
INVESTIGATE PROPERTY,B3,0,2,0,22,17
LICENSE PREMISE VIOLATION,D4,0,2,0,22,17
VANDALISM,E13,0,2,0,22,17
MISSING PERSON,C6,0,2,0,23,17
SICK ASSIST,A1,0,2,0,23,17
LICENSE PREMISE VIOLATION,A1,0,2,0,23,17
ASSAULT - SIMPLE,D4,0,2,0,23,17
THREATS TO DO BODILY HARM,C11,0,2,0,23,17
MISSING PERSON - LOCATED,E5,0,2,0,23,17
MISSING PERSON - LOCATED,E5,0,2,0,23,17
HARASSMENT/ CRIMINAL HARASSMENT,D14,0,2,0,23,17
SICK ASSIST,B2,0,2,1,0,18
INVESTIGATE PERSON,A7,0,2,1,0,18
PROPERTY - LOST/ MISSING,D14,0,2,1,0,18
INVESTIGATE PERSON,B2,0,2,1,0,18
M/V - LEAVING SCENE - PERSONAL INJURY,C11,0,2,1,0,18
AUTO THEFT,E18,0,2,1,0,18
M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,A1,0,2,1,0,18
INVESTIGATE PERSON,D4,0,2,1,0,18
LICENSE PREMISE VIOLATION,D4,0,2,1,0,18
